WMO,Location,State,Country,Latitude,Longitude,Elevation,ClimateZone
722010,USA_FL_Key.West.722010_TMY2,FL,USA,24.55,-81.75,,1A
722010,USA_FL_Key.West.722010_TMY2,FL,USA,24.55,-81.75,,1A
722015,USA_FL_Key.West.NAS.722015_TMY3,FL,USA,24.58,-81.68,,1A
722119,USA_FL_Lakeland.Linder.Rgnl.AP.722119_TMY3,FL,USA,27.98,-82.02,,2A
747880,USA_FL_MacDill.AFB.747880_TMY3,FL,USA,27.85,-82.52,,2A
722016,USA_FL_Marathon.AP.722016_TMY3,FL,USA,24.73,-81.05,,1B
722066,USA_FL_Mayport.NS.722066_TMY3,FL,USA,30.4,-81.42,,2A
722040,USA_FL_Melbourne.Rgnl.AP.722040_TMY3,FL,USA,28.12,-80.65,,2A
722029,USA_FL_Miami-Kendall-Tamiami.Executive.AP.722029_TMY3,FL,USA,25.65,-80.43,,
722024,USA_FL_Miami-Opa.Locka.AP.722024_TMY3,FL,USA,25.9,-80.28,,1A
722020,USA_FL_Miami.Intl.AP.722020_TMY3,FL,USA,25.82,-80.3,,1A
722020,USA_FL_Miami.Intl.AP.722020_TMY3,FL,USA,25.82,-80.3,,1A
722020,USA_FL_Miami.Intl.AP.722020_TMY3,FL,USA,25.82,-80.3,,1A
747946,USA_FL_NASA.Shuttle.Landing.Facility.747946_TMY3,FL,USA,28.62,-80.72,,2A
722038,USA_FL_Naples.Muni.AP.722038_TMY3,FL,USA,26.15,-81.77,,2A
722055,USA_FL_Ocala.Muni.AWOS.722055_TMY3,FL,USA,29.17,-82.22,,2A
722057,USA_FL_Orlando-Sanford.AP.722057_TMY3,FL,USA,28.78,-81.25,,2B
722053,USA_FL_Orlando.Executive.AP.722053_TMY3,FL,USA,28.55,-81.33,,2A
722053,USA_FL_Orlando.Executive.AP.722053_TMY3,FL,USA,28.55,-81.33,,2A
722050,USA_FL_Orlando.Intl.AP.722050_TMY3,FL,USA,28.43,-81.33,,2A
722245,USA_FL_Panama.City-Bay.County.AP.722245_TMY3,FL,USA,30.2,-85.68,,2A
722225,USA_FL_Pensacola-Forest.Sherman.NAS.722225_TMY3,FL,USA,30.35,-87.32,,2A
722223,USA_FL_Pensacola.Rgnl.AP.722223_TMY3,FL,USA,30.48,-87.18,,2A
722115,USA_FL_Sarasota-Bradenton.Intl.AP.722115_TMY3,FL,USA,27.38,-82.55,,2A
722108,USA_FL_Southwest.Florida.Intl.AP.722108_TMY3,FL,USA,26.53,-81.75,,2A
722104,USA_FL_St.Petersburg-Albert.Whitted.Station.722104_TMY3,FL,USA,27.77,-82.63,,2A
722116,USA_FL_St.Petersburg-Clearwater.Intl.AP.722116_TMY3,FL,USA,27.9,-82.68,,2A
722140,USA_FL_Tallahassee.Rgnl.AP.722140_TMY3,FL,USA,30.38,-84.37,,2A
722140,USA_FL_Tallahassee.Rgnl.AP.722140_TMY3,FL,USA,30.38,-84.37,,2A
722140,USA_FL_Tallahassee.Rgnl.AP.722140_TMY3,FL,USA,30.38,-84.37,,2A
722110,USA_FL_Tampa.Intl.AP.722110_TMY,FL,USA,27.97,-82.53,,2A
722110,USA_FL_Tampa.Intl.AP.722110_TMY,FL,USA,27.97,-82.53,,2A
722110,USA_FL_Tampa.Intl.AP.722110_TMY,FL,USA,27.97,-82.53,,2A
747750,USA_FL_Tyndall.AFB.747750_TMY3,FL,USA,30.07,-85.58,,3A
722210,USA_FL_Valparaiso-Elgin.AFB.722210_TMY3,FL,USA,30.48,-86.52,,3A
722045,USA_FL_Vero.Beach.Muni.AP.722045_TMY3,FL,USA,27.65,-80.42,,1A
722030,USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3,FL,USA,26.68,-80.1,,2A
722030,USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3,FL,USA,26.68,-80.1,,2A
722030,USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3,FL,USA,26.68,-80.1,,2A
722226,USA_FL_Whiting.Field.NAS.722226_TMY3,FL,USA,30.72,-87.02,,3A
722160,USA_GA_Albany-Dougherty.County.AP.722160_TMY3,GA,USA,31.53,-84.18,,3A
722135,USA_GA_Alma-Bacon.County.AP.722135_TMY3,GA,USA,31.53,-82.5,,3A
723110,USA_GA_Athens.723110_TMY2,GA,USA,33.95,-83.32,,3A
723110,USA_GA_Athens.723110_TMY2,GA,USA,33.95,-83.32,,3A
722190,USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY,GA,USA,33.65,-84.42,,3A
722190,USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY,GA,USA,33.65,-84.42,,3A
722190,USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY,GA,USA,33.65,-84.42,,3A
722180,USA_GA_Augusta-Bush-Field.722180_TMY,GA,USA,33.37,-81.97,,3A
722180,USA_GA_Augusta-Bush-Field.722180_TMY,GA,USA,33.37,-81.97,,3A
722180,USA_GA_Augusta-Bush-Field.722180_TMY,GA,USA,33.37,-81.97,,3A
722136,USA_GA_Brunswick-Golden.Isles.AP.722136_TMY3,GA,USA,31.25,-81.47,,3A
722137,USA_GA_Brunswick-Malcolm.McKinnon.AP.722137_TMY3,GA,USA,31.15,-81.38,,2A
722255,USA_GA_Columbus.722255_TMY2,GA,USA,32.52,-84.95,,3A
722255,USA_GA_Columbus.722255_TMY2,GA,USA,32.52,-84.95,,3A
722196,USA_GA_Dekalb.Peachtree.AP.722196_TMY3,GA,USA,33.87,-84.3,,3A
722250,USA_GA_Fort.Benning-Lawson.Field.722250_TMY3,GA,USA,32.35,-85,,3A
722195,USA_GA_Fulton.County.AP.722195_TMY3,GA,USA,33.77,-84.52,,3A
722170,USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3,GA,USA,32.68,-83.65,,3A
722170,USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3,GA,USA,32.68,-83.65,,3A
722170,USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3,GA,USA,32.68,-83.65,,3A
722270,USA_GA_Marietta-Dobbins.AFB.722270_TMY3,GA,USA,33.92,-84.52,,4A
723200,USA_GA_Rome-Richard.B.Russell.AP.723200_TMY3,GA,USA,34.35,-85.17,,3A
747804,USA_GA_Savannah-Hunter.AAF.747804_TMY3,GA,USA,32,-81.15,,3A
722070,USA_GA_Savannah.Intl.AP.722070_TMY3,GA,USA,32.12,-81.2,,2A
722070,USA_GA_Savannah.Intl.AP.722070_TMY3,GA,USA,32.12,-81.2,,2A
722070,USA_GA_Savannah.Intl.AP.722070_TMY3,GA,USA,32.12,-81.2,,2A
747810,USA_GA_Valdosta-Moody.AFB.747810_TMY3,GA,USA,30.97,-83.2,,3A
722166,USA_GA_Valdosta.Rgnl.AP.722166_TMY3,GA,USA,30.78,-83.28,,2A
722175,USA_GA_Warner.Robins.AFB.722175_TMY3,GA,USA,32.63,-83.6,,3A
911780,USA_HI_Barbers.Point.NAS.911780_TMY,HI,USA,21.32,-158.07,,1A
911780,USA_HI_Barbers.Point.NAS.911780_TMY,HI,USA,21.32,-158.07,,1A
912850,USA_HI_Hilo.912850_TMY2,HI,USA,19.72,-155.07,,1A
912850,USA_HI_Hilo.912850_TMY2,HI,USA,19.72,-155.07,,1A
912850,USA_HI_Hilo.912850_TMY2,HI,USA,19.72,-155.07,,1A
911820,USA_HI_Honolulu.Intl.AP.911820_TMY,HI,USA,21.35,-157.93,,1A
911820,USA_HI_Honolulu.Intl.AP.911820_TMY,HI,USA,21.35,-157.93,,1A
911820,USA_HI_Honolulu.Intl.AP.911820_TMY,HI,USA,21.35,-157.93,,1A
911900,USA_HI_Kahului.911900_TMY2,HI,USA,20.9,-156.43,,1A
911900,USA_HI_Kahului.911900_TMY2,HI,USA,20.9,-156.43,,1A
911760,USA_HI_Kailua-Kaneohe.Bay.MCAS.911760_TMY3,HI,USA,21.45,-157.78,,1A
911904,USA_HI_Kapalua-West.Maui.AP.911904_TMY3,HI,USA,20.95,-156.63,,1A
911975,USA_HI_Keahole-Kona.Intl.AP.911975_TMY3,HI,USA,19.73,-156.05,,1A
911905,USA_HI_Lanai.AP.911905_TMY3,HI,USA,20.78,-156.95,,1A
911650,USA_HI_Lihue.AP.911650_TMY3,HI,USA,21.98,-159.33,,1A
911650,USA_HI_Lihue.AP.911650_TMY3,HI,USA,21.98,-159.33,,1A
911650,USA_HI_Lihue.AP.911650_TMY3,HI,USA,21.98,-159.33,,1A
911860,USA_HI_Molokai.AWOS.911860_TMY3,HI,USA,21.15,-157.1,,1A
725457,USA_IA_Algona.Muni.AP.725457_TMY3,IA,USA,43.08,-94.27,,5A
725453,USA_IA_Atlantic.Muni.AP.725453_TMY3,IA,USA,41.4,-95.05,,5A
725486,USA_IA_Boone.Muni.AP.725486_TMY3,IA,USA,42.05,-93.85,,5A
725455,USA_IA_Burlington.Muni.AP.725455_TMY,IA,USA,40.78,-91.13,,5A
725455,USA_IA_Burlington.Muni.AP.725455_TMY,IA,USA,40.78,-91.13,,5A
725468,USA_IA_Carroll.Muni.AP.725468_TMY3,IA,USA,42.05,-94.78,,5A
725450,USA_IA_Cedar.Rapids.Muni.AP.725450_TMY3,IA,USA,41.88,-91.72,,5A
725469,USA_IA_Chariton.Muni.AP.725469_TMY3,IA,USA,41.03,-93.37,,5A
725463,USA_IA_Charles.City.Muni.AP.725463_TMY3,IA,USA,43.07,-92.62,,5A
725479,USA_IA_Clarinda.Muni.AP.725479_TMY3,IA,USA,40.72,-95.03,,5A
725473,USA_IA_Clinton.Muni.AWOS.725473_TMY3,IA,USA,41.83,-90.33,,5A
725497,USA_IA_Council.Bluffs.Muni.AP.725497_TMY3,IA,USA,41.27,-95.77,,5A
725474,USA_IA_Creston.Muni.AP.725474_TMY3,IA,USA,41.02,-94.37,,5A
725476,USA_IA_Decorah.Muni.AP.725476_TMY3,IA,USA,43.28,-91.73,,5A
725477,USA_IA_Denison.Muni.AP.725477_TMY3,IA,USA,41.98,-95.38,,5A
725460,USA_IA_Des.Moines.Intl.AP.725460_TMY,IA,USA,41.53,-93.65,,5A
725460,USA_IA_Des.Moines.Intl.AP.725460_TMY,IA,USA,41.53,-93.65,,5A
725460,USA_IA_Des.Moines.Intl.AP.725460_TMY,IA,USA,41.53,-93.65,,5A
725470,USA_IA_Dubuque.Rgnl.AP.725470_TMY3,IA,USA,42.4,-90.7,,6A
726499,USA_IA_Estherville.Muni.AP.726499_TMY3,IA,USA,43.4,-94.75,,6A
726498,USA_IA_Fairfield.Muni.AP.726498_TMY3,IA,USA,41.05,-91.98,,5A
725490,USA_IA_Fort.Dodge.AWOS.725490_TMY3,IA,USA,42.55,-94.18,,5A
725483,USA_IA_Fort.Madison.Muni.AP.725483_TMY3,IA,USA,40.67,-91.33,,4A
725456,USA_IA_Keokuk.Muni.AP.725456_TMY3,IA,USA,40.47,-91.43,,4A
725493,USA_IA_Knoxville.Muni.AP.725493_TMY3,IA,USA,41.3,-93.12,,5A
725484,USA_IA_Le.Mars.Muni.AP.725484_TMY3,IA,USA,42.78,-96.2,,5A
725485,USA_IA_Mason.City.Muni.AP.725485_TMY3,IA,USA,43.15,-93.33,,6A
725485,USA_IA_Mason.City.Muni.AP.725485_TMY3,IA,USA,43.15,-93.33,,6A
725485,USA_IA_Mason.City.Muni.AP.725485_TMY3,IA,USA,43.15,-93.33,,6A
725475,USA_IA_Monticello.Muni.AP.725475_TMY3,IA,USA,42.23,-91.17,,5A
725487,USA_IA_Muscatine.Muni.AP.725487_TMY3,IA,USA,41.37,-91.15,,5A
725464,USA_IA_Newton.Muni.AP.725464_TMY3,IA,USA,41.68,-93.02,,5A
725488,USA_IA_Oelwein.Muni.AP.725488_TMY3,IA,USA,42.68,-91.97,,5A
725489,USA_IA_Orange.City.Muni.AP.725489_TMY3,IA,USA,42.98,-96.07,,5A
725465,USA_IA_Ottumwa.Industrial.AP.725465_TMY3,IA,USA,41.1,-92.45,,5A
725494,USA_IA_Red.Oak.Muni.AP.725494_TMY3,IA,USA,41.02,-95.27,,5A
725495,USA_IA_Sheldon.Muni.AP.725495_TMY3,IA,USA,43.22,-95.83,,5A
725467,USA_IA_Shenandoah.Muni.AP.725467_TMY3,IA,USA,40.75,-95.42,,5A
725570,USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3,IA,USA,42.38,-96.38,,5A
725570,USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3,IA,USA,42.38,-96.38,,5A
725570,USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3,IA,USA,42.38,-96.38,,5A
726500,USA_IA_Spencer.Muni.AP.726500_TMY3,IA,USA,43.17,-95.15,,6A
725496,USA_IA_Storm.Lake.Muni.AP.725496_TMY3,IA,USA,42.6,-95.23,,5A
725454,USA_IA_Washington.Muni.AP.725454_TMY3,IA,USA,41.28,-91.67,,5A
725480,USA_IA_Waterloo.725480_TMY2,IA,USA,42.55,-92.4,,5A
725480,USA_IA_Waterloo.725480_TMY2,IA,USA,42.55,-92.4,,5A
725478,USA_IA_Webster.City.Muni.AP.725478_TMY3,IA,USA,42.43,-93.87,,5A
726810,USA_ID_Boise.Air.Terminal.726810_TMY3,ID,USA,43.62,-116.21,,4B
726810,USA_ID_Boise.Air.Terminal.726810_TMY3,ID,USA,43.62,-116.21,,4B
726810,USA_ID_Boise.Air.Terminal.726810_TMY3,ID,USA,43.62,-116.21,,4B
725867,USA_ID_Burley.Muni.AP.725867_TMY3,ID,USA,42.53,-113.77,,5B
726813,USA_ID_Caldwell.AWOS.726813_TMY3,ID,USA,43.63,-116.63,,5B
727834,USA_ID_Coeur.dAlene.AWOS.727834_TMY3,ID,USA,47.77,-116.82,,5A
725865,USA_ID_Hailey-Sun.Valley.AP.725865_TMY3,ID,USA,43.5,-114.3,,6B
725785,USA_ID_Idaho.Falls-Fanning.Field.725785_TMY3,ID,USA,43.52,-112.07,,6B
727830,USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3,ID,USA,46.37,-117.02,,4B
727830,USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3,ID,USA,46.37,-117.02,,4B
725786,USA_ID_Malad.City.AP.725786_TMY3,ID,USA,42.15,-112.28,,5B
726815,USA_ID_Mountain.Home.AFB.726815_TMY3,ID,USA,43.05,-115.87,,5B
725780,USA_ID_Pocatello.Muni.AP.725780_TMY3,ID,USA,42.92,-112.57,,5B
725780,USA_ID_Pocatello.Muni.AP.725780_TMY3,ID,USA,42.92,-112.57,,5B
725780,USA_ID_Pocatello.Muni.AP.725780_TMY3,ID,USA,42.92,-112.57,,5B
726865,USA_ID_Salmon-Lemhi.AWOS.726865_TMY3,ID,USA,45.12,-113.88,,6B
725868,USA_ID_Soda.Springs-Tigert.AP.725868_TMY3,ID,USA,42.65,-111.58,,6B
725866,USA_ID_Twin.Falls-Magic.Valley.Rgnl.AP-Joslin.Field.725866_TMY3,ID,USA,42.55,-114.35,,5B
744655,USA_IL_Aurora.Muni.AP.744655_TMY3,IL,USA,41.77,-88.47,,5A
724338,USA_IL_Belleville-Scott.AFB.724338_TMY3,IL,USA,38.55,-89.85,,4A
724397,USA_IL_Bloomington.Normal-Central.Illinois.Rgnl.AP.724397_TMY3,IL,USA,40.47,-88.92,,5A
725314,USA_IL_Cahokia.AP.725314_TMY3,IL,USA,38.57,-90.15,,4A
724336,USA_IL_Carbondale-Southern.Illinois.AP.724336_TMY3,IL,USA,37.77,-89.25,,4C
725340,USA_IL_Chicago-Midway.AP.725340_TMY3,IL,USA,41.78,-87.75,,5A
725340,USA_IL_Chicago-Midway.AP.725340_TMY3,IL,USA,41.78,-87.75,,5A
725300,USA_IL_Chicago-OHare.725300_TMY2,IL,USA,41.78,-87.75,,5A
725300,USA_IL_Chicago-OHare.725300_TMY2,IL,USA,41.78,-87.75,,5A
725316,USA_IL_Decatur.AP.725316_TMY3,IL,USA,39.83,-88.87,,4A
725305,USA_IL_Du.Page.AP.725305_TMY3,IL,USA,41.92,-88.25,,5A
724339,USA_IL_Marion-Williamson.County.Rgnl.AP.724339_TMY3,IL,USA,37.75,-89.02,,4A
725440,USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3,IL,USA,41.47,-90.52,,5A
725440,USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3,IL,USA,41.47,-90.52,,5A
725440,USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3,IL,USA,41.47,-90.52,,5A
724335,USA_IL_Mount.Vernon.AWOS.724335_TMY3,IL,USA,38.32,-88.87,,4A
725320,USA_IL_Peoria.725320_TMY2,IL,USA,40.67,-89.68,,5A
725320,USA_IL_Peoria.725320_TMY2,IL,USA,40.67,-89.68,,5A
724396,USA_IL_Quincy.Muni.AP.724396_TMY3,IL,USA,39.93,-91.2,,4A
725430,USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3,IL,USA,42.2,-89.1,,5A
725430,USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3,IL,USA,42.2,-89.1,,5A
724390,USA_IL_Springfield-Capital.AP.724390_TMY3,IL,USA,39.85,-89.68,,4A
724390,USA_IL_Springfield-Capital.AP.724390_TMY3,IL,USA,39.85,-89.68,,4A
724390,USA_IL_Springfield-Capital.AP.724390_TMY3,IL,USA,39.85,-89.68,,4A
725326,USA_IL_Sterling-Rock.Falls-Whiteside.County.AP.725326_TMY3,IL,USA,41.75,-89.67,,5A
725315,USA_IL_University.of.Illinois-Willard.AP.725315_TMY3,IL,USA,40.06,-88.37,,5A
725347,USA_IL_Waukegan.Rgnl.AP.725347_TMY3,IL,USA,42.42,-87.87,,5A
725336,USA_IN_Delaware.County-Johnson.Field.725336_TMY3,IN,USA,40.23,-85.4,,5A
724320,USA_IN_Evansville.Rgnl.AP.724320_TMY3,IN,USA,38.05,-87.53,,4A
724320,USA_IN_Evansville.Rgnl.AP.724320_TMY3,IN,USA,38.05,-87.53,,4A
724320,USA_IN_Evansville.Rgnl.AP.724320_TMY3,IN,USA,38.05,-87.53,,4A
725330,USA_IN_Fort.Wayne.725330_TMY2,IN,USA,41,-85.2,,5A
725330,USA_IN_Fort.Wayne.725330_TMY2,IN,USA,41,-85.2,,5A
725330,USA_IN_Fort.Wayne.725330_TMY2,IN,USA,41,-85.2,,5A
725335,USA_IN_Grissom.AFB.725335_TMY3,IN,USA,40.65,-86.15,,5A
724365,USA_IN_Huntingburg.Muni.AP.724365_TMY3,IN,USA,38.25,-86.95,,4A
724380,USA_IN_Indianapolis.Intl.AP.724380_TMY3,IN,USA,39.72,-86.27,,5A
724380,USA_IN_Indianapolis.Intl.AP.724380_TMY3,IN,USA,39.72,-86.27,,5A
724380,USA_IN_Indianapolis.Intl.AP.724380_TMY3,IN,USA,39.72,-86.27,,5A
724386,USA_IN_Lafayette-Purdue.University.AP.724386_TMY3,IN,USA,40.42,-86.93,,5A
724375,USA_IN_Monroe.County.AP.724375_TMY3,IN,USA,39.13,-86.62,,4A
725350,USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3,IN,USA,41.7,-86.33,,5A
725350,USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3,IN,USA,41.7,-86.33,,5A
725350,USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3,IN,USA,41.7,-86.33,,5A
724373,USA_IN_Terre.Haute-Hulman.Rgnl.AP.724373_TMY3,IN,USA,39.45,-87.3,,4A
724507,USA_KS_Chanute-Martin.Johnson.AP.724507_TMY3,KS,USA,37.67,-95.48,,4C
724580,USA_KS_Concordia-Blosser.Muni.AP.724580_TMY3,KS,USA,39.55,-97.65,,4A
724510,USA_KS_Dodge.City.Rgnl.AP.724510_TMY3,KS,USA,37.77,-99.97,,4A
724510,USA_KS_Dodge.City.Rgnl.AP.724510_TMY3,KS,USA,37.77,-99.97,,4A
724510,USA_KS_Dodge.City.Rgnl.AP.724510_TMY3,KS,USA,37.77,-99.97,,4A
724556,USA_KS_Emporia.Muni.AP.724556_TMY3,KS,USA,38.33,-96.18,,5A
724550,USA_KS_Fort.Riley-Marshall.AAF.724550_TMY3,KS,USA,39.05,-96.77,,4A
724515,USA_KS_Garden.City.Muni.AP.724515_TMY3,KS,USA,37.93,-100.72,,4A
724650,USA_KS_Goodland.724650_TMY2,KS,USA,39.37,-101.7,,5A
724650,USA_KS_Goodland.724650_TMY2,KS,USA,39.37,-101.7,,5A
724650,USA_KS_Goodland.724650_TMY2,KS,USA,39.37,-101.7,,5A
724517,USA_KS_Great.Bend.AWOS.724517_TMY3,KS,USA,38.35,-98.87,,4A
724518,USA_KS_Hays.Muni.AWOS.724518_TMY3,KS,USA,38.85,-99.27,,4A
724655,USA_KS_Hill.City.Muni.AP.724655_TMY3,KS,USA,39.38,-99.83,,5A
724506,USA_KS_Hutchinson.Muni.AP.724506_TMY3,KS,USA,38.07,-97.87,,4A
724516,USA_KS_Liberal.Muni.AP.724516_TMY3,KS,USA,37.03,-100.97,,4A
724555,USA_KS_Manhattan.Rgnl.AP.724555_TMY3,KS,USA,39.13,-96.67,,4A
724509,USA_KS_Newton.AWOS.724509_TMY3,KS,USA,38.05,-97.28,,4A
724468,USA_KS_Olathe-Johnson.County.Executive.AP.724468_TMY3,KS,USA,38.85,-94.73,,4A
724475,USA_KS_Olathe-Johnson.County.Industrial.AP.724475_TMY3,KS,USA,38.83,-94.88,,4A
724585,USA_KS_Russell.Muni.AP.724585_TMY3,KS,USA,38.88,-98.82,,4A
724586,USA_KS_Salina.Muni.AP.724586_TMY3,KS,USA,38.82,-97.67,,4C
724565,USA_KS_Topeka-Forbes.AFB.724565_TMY3,KS,USA,38.95,-95.67,,4A
724560,USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3,KS,USA,39.07,-95.63,,4A
724560,USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3,KS,USA,39.07,-95.63,,4A
724560,USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3,KS,USA,39.07,-95.63,,4A
724504,USA_KS_Wichita-Col.Jabara.Field.724504_TMY3,KS,USA,37.75,-97.22,,4A
724505,USA_KS_Wichita-McConnell.AFB.724505_TMY3,KS,USA,37.62,-97.27,,4C
724500,USA_KS_Wichita.724500_TMY2,KS,USA,37.65,-97.42,,4A
724500,USA_KS_Wichita.724500_TMY2,KS,USA,37.65,-97.42,,4A
746716,USA_KY_Bowling.Green-Warren.County.AP.746716_TMY3,KY,USA,36.98,-86.43,,4A
724210,USA_KY_Covington-Cincinnati.AP.724210_TMY2,KY,USA,39.07,-84.67,,4A
724210,USA_KY_Covington-Cincinnati.AP.724210_TMY2,KY,USA,39.07,-84.67,,4A
724210,USA_KY_Covington-Cincinnati.AP.724210_TMY2,KY,USA,39.07,-84.67,,4A
746710,USA_KY_Fort.Campbell.AAF.746710_TMY3,KY,USA,36.67,-87.48,,4C
724240,USA_KY_Fort.Knox-Godman.AAF.724240_TMY3,KY,USA,37.9,-85.97,,4A
724238,USA_KY_Henderson.City.County.AP.724238_TMY3,KY,USA,37.82,-87.68,,4A
724236,USA_KY_Jackson-Julian.Carroll.AP.724236_TMY3,KY,USA,37.58,-83.32,,4A
724220,USA_KY_Lexington.724220_TMY2,KY,USA,38.03,-84.6,,4A
724220,USA_KY_Lexington.724220_TMY2,KY,USA,38.03,-84.6,,4A
724220,USA_KY_Lexington.724220_TMY2,KY,USA,38.03,-84.6,,4A
724243,USA_KY_London-Corbin-Magee.Field.724243_TMY3,KY,USA,37.08,-84.08,,4A
724235,USA_KY_Louisville-Bowman.Field.724235_TMY3,KY,USA,38.23,-85.67,,4A
724230,USA_KY_Louisville-Standiford.Field.724230_TMY3,KY,USA,38.18,-85.73,,4A
724230,USA_KY_Louisville-Standiford.Field.724230_TMY3,KY,USA,38.18,-85.73,,4A
724230,USA_KY_Louisville-Standiford.Field.724230_TMY3,KY,USA,38.18,-85.73,,4A
724350,USA_KY_Paducah-Barkley.Rgnl.AP.724350_TMY3,KY,USA,37.05,-88.77,,4A
724354,USA_KY_Somerset-Pulaski.County.AWOS.724354_TMY3,KY,USA,38,-84.6,,4A
747540,USA_LA_Alexandria-England.AFB.747540_TMY3,LA,USA,31.32,-92.55,,2A
722487,USA_LA_Alexandria-Esler.Rgnl.AP.722487_TMY3,LA,USA,31.4,-92.3,,3A
722485,USA_LA_Barksdale.AFB.722485_TMY3,LA,USA,32.5,-93.67,,3A
722317,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY,LA,USA,30.53,-91.15,,2A
722317,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY,LA,USA,30.53,-91.15,,2A
722317,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY,LA,USA,30.53,-91.15,,2A
722390,USA_LA_Fort.Polk.722390_TMY3,LA,USA,31.05,-93.18,,3A
722406,USA_LA_Houma-Terrebonne.AP.722406_TMY3,LA,USA,29.57,-90.67,,2A
722405,USA_LA_Lafayette.RgnlAP.722405_TMY3,LA,USA,30.2,-91.98,,2A
722400,USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3,LA,USA,30.12,-93.23,,2A
722404,USA_LA_Lake.Charles.AP.722404_TMY3,LA,USA,30.22,-93.17,,2A
722400,USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3,LA,USA,30.12,-93.23,,2A
722400,USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3,LA,USA,30.12,-93.23,,2A
722486,USA_LA_Monroe.Rgnl.AP.722486_TMY3,LA,USA,32.52,-92.03,,3A
722314,USA_LA_New.Iberia.722314_TMY3,LA,USA,30.03,-91.88,,2A
722316,USA_LA_New.Orleans-Alvin.Callender.Field.722316_TMY3,LA,USA,29.82,-90.02,,2A
722315,USA_LA_New.Orleans-Lakefront.AP.722315_TMY3,LA,USA,30.05,-90.03,,2A
722315,USA_LA_New.Orleans-Lakefront.AP.722315_TMY3,LA,USA,30.05,-90.03,,2A
722310,USA_LA_New.Orleans.Intl.AP.722310_TMY3,LA,USA,30,-90.25,,2A
722310,USA_LA_New.Orleans.Intl.AP.722310_TMY3,LA,USA,30,-90.25,,2A
722329,USA_LA_Patterson.Mem.AP.722329_TMY3,LA,USA,29.72,-91.33,,2A
722480,USA_LA_Shreveport.Rgnl.AP.722480_TMY,LA,USA,32.47,-93.82,,3A
722484,USA_LA_Shreveport.Downtown.722484_TMY3,LA,USA,32.53,-93.75,,3A
722480,USA_LA_Shreveport.Rgnl.AP.722480_TMY,LA,USA,32.47,-93.82,,3A
722480,USA_LA_Shreveport.Rgnl.AP.722480_TMY,LA,USA,32.47,-93.82,,3A
725067,USA_MA_Barnstable-Boardman.Poland.AP.725067_TMY3,MA,USA,41.67,-70.28,,5A
725088,USA_MA_Beverly.Muni.AP.725088_TMY3,MA,USA,42.58,-70.92,,5A
725090,USA_MA_Boston-Logan.Intl.AP.725090_TMY,MA,USA,42.35,-71.07,,5A
725090,USA_MA_Boston-Logan.Intl.AP.725090_TMY,MA,USA,42.35,-71.07,,5A
725090,USA_MA_Boston-Logan.Intl.AP.725090_TMY,MA,USA,42.35,-71.07,,5A
744910,USA_MA_Chicopee.Falls-Westover.AFB.744910_TMY3,MA,USA,42.2,-72.53,,5A
744904,USA_MA_Lawrence.Muni.AP.744904_TMY3,MA,USA,42.72,-71.12,,5A
725066,USA_MA_Marthas.Vineyard.AP.725066_TMY3,MA,USA,41.4,-70.62,,4A
725063,USA_MA_Nantucket.Mem.AP.725063_TMY3,MA,USA,41.25,-70.07,,4A
725065,USA_MA_New.Bedford.Rgnl.AP.725065_TMY3,MA,USA,41.67,-70.95,,5A
725075,USA_MA_North.Adams.AP.725075_TMY3,MA,USA,42.7,-73.17,,5A
725098,USA_MA_Norwood.Mem.AP.725098_TMY3,MA,USA,42.18,-71.18,,5A
